timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1681032491332,310,Strona główna,200,OK,Stress test 1-1,text,true,,409258,250,7,7,https://policzona-szama.pl/,184,0,128
1681032491332,184,Strona główna-0,301,Moved Permanently,Stress test 1-1,text,true,,1467,127,7,7,https://www.policzona-szama.pl/,184,0,128
1681032491516,126,Strona główna-1,200,OK,Stress test 1-1,text,true,,407791,123,7,7,https://policzona-szama.pl/,82,0,31
1681032493004,210,Strona główna,200,OK,Stress test 1-2,text,true,,409250,250,9,9,https://policzona-szama.pl/,83,0,26
1681032493004,83,Strona główna-0,301,Moved Permanently,Stress test 1-2,text,true,,1471,127,9,9,https://www.policzona-szama.pl/,83,0,26
1681032493087,127,Strona główna-1,200,OK,Stress test 1-2,text,true,,407779,123,9,9,https://policzona-szama.pl/,82,0,28
1681032494645,205,Strona główna,200,OK,Stress test 1-5,text,true,,409242,250,11,11,https://policzona-szama.pl/,78,0,25
1681032494645,78,Strona główna-0,301,Moved Permanently,Stress test 1-5,text,true,,1467,127,11,11,https://www.policzona-szama.pl/,78,0,25
1681032494723,127,Strona główna-1,200,OK,Stress test 1-5,text,true,,407775,123,11,11,https://policzona-szama.pl/,83,0,25
1681032495674,218,Strona główna,200,OK,Stress test 1-6,text,true,,409242,250,12,12,https://policzona-szama.pl/,91,0,26
1681032495674,91,Strona główna-0,301,Moved Permanently,Stress test 1-6,text,true,,1463,127,12,12,https://www.policzona-szama.pl/,91,0,26
1681032495765,127,Strona główna-1,200,OK,Stress test 1-6,text,true,,407779,123,12,12,https://policzona-szama.pl/,85,0,28
1681032495693,211,Strona główna,200,OK,Stress test 1-3,text,true,,409257,250,12,12,https://policzona-szama.pl/,74,0,27
1681032495693,74,Strona główna-0,301,Moved Permanently,Stress test 1-3,text,true,,1473,127,12,12,https://www.policzona-szama.pl/,74,0,27
1681032495767,137,Strona główna-1,200,OK,Stress test 1-3,text,true,,407784,123,12,12,https://policzona-szama.pl/,97,0,26
1681032496838,206,Strona główna,200,OK,Stress test 1-4,text,true,,409249,250,13,13,https://policzona-szama.pl/,77,0,26
1681032496838,77,Strona główna-0,301,Moved Permanently,Stress test 1-4,text,true,,1467,127,13,13,https://www.policzona-szama.pl/,77,0,26
1681032496915,129,Strona główna-1,200,OK,Stress test 1-4,text,true,,407782,123,13,13,https://policzona-szama.pl/,86,0,29
1681032498256,208,Strona główna,200,OK,Stress test 1-9,text,true,,409252,250,15,15,https://policzona-szama.pl/,78,0,28
1681032498256,78,Strona główna-0,301,Moved Permanently,Stress test 1-9,text,true,,1465,127,15,15,https://www.policzona-szama.pl/,78,0,28
1681032498334,130,Strona główna-1,200,OK,Stress test 1-9,text,true,,407787,123,15,15,https://policzona-szama.pl/,92,0,28
1681032498385,207,Strona główna,200,OK,Stress test 1-8,text,true,,409244,250,15,15,https://policzona-szama.pl/,77,0,24
1681032498385,77,Strona główna-0,301,Moved Permanently,Stress test 1-8,text,true,,1467,127,15,15,https://www.policzona-szama.pl/,77,0,24
1681032498462,130,Strona główna-1,200,OK,Stress test 1-8,text,true,,407777,123,15,15,https://policzona-szama.pl/,86,0,25
1681032498416,206,Strona główna,200,OK,Stress test 1-7,text,true,,409244,250,15,15,https://policzona-szama.pl/,84,0,27
1681032498416,84,Strona główna-0,301,Moved Permanently,Stress test 1-7,text,true,,1471,127,15,15,https://www.policzona-szama.pl/,84,0,27
1681032498500,122,Strona główna-1,200,OK,Stress test 1-7,text,true,,407773,123,15,15,https://policzona-szama.pl/,78,0,25
1681032499651,210,Strona główna,200,OK,Stress test 1-10,text,true,,409237,250,17,17,https://policzona-szama.pl/,83,0,32
1681032499651,83,Strona główna-0,301,Moved Permanently,Stress test 1-10,text,true,,1465,127,17,17,https://www.policzona-szama.pl/,83,0,32
1681032499734,127,Strona główna-1,200,OK,Stress test 1-10,text,true,,407772,123,17,17,https://policzona-szama.pl/,81,0,30
1681032500209,207,Strona główna,200,OK,Stress test 1-11,text,true,,409229,250,18,18,https://policzona-szama.pl/,77,0,26
1681032500209,77,Strona główna-0,301,Moved Permanently,Stress test 1-11,text,true,,1463,127,18,18,https://www.policzona-szama.pl/,77,0,26
1681032500286,130,Strona główna-1,200,OK,Stress test 1-11,text,true,,407766,123,18,18,https://policzona-szama.pl/,87,0,27
1681032500506,210,Strona główna,200,OK,Stress test 1-12,text,true,,409266,250,18,18,https://policzona-szama.pl/,85,0,25
1681032500506,85,Strona główna-0,301,Moved Permanently,Stress test 1-12,text,true,,1473,127,18,18,https://www.policzona-szama.pl/,85,0,25
1681032500591,125,Strona główna-1,200,OK,Stress test 1-12,text,true,,407793,123,18,18,https://policzona-szama.pl/,82,0,27
1681032501555,209,Strona główna,200,OK,Stress test 1-14,text,true,,409245,250,19,19,https://policzona-szama.pl/,77,0,31
1681032501555,77,Strona główna-0,301,Moved Permanently,Stress test 1-14,text,true,,1463,127,19,19,https://www.policzona-szama.pl/,77,0,31
1681032501632,132,Strona główna-1,200,OK,Stress test 1-14,text,true,,407782,123,19,19,https://policzona-szama.pl/,88,0,28
1681032501749,206,Strona główna,200,OK,Stress test 1-13,text,true,,409243,250,20,20,https://policzona-szama.pl/,81,0,29
1681032501749,81,Strona główna-0,301,Moved Permanently,Stress test 1-13,text,true,,1463,127,20,20,https://www.policzona-szama.pl/,81,0,29
1681032501830,125,Strona główna-1,200,OK,Stress test 1-13,text,true,,407780,123,20,20,https://policzona-szama.pl/,80,0,25
1681032502186,267,WOK,200,OK,Stress test 1-5,text,true,,295004,390,20,20,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,171,0,66
1681032502186,171,WOK-0,301,Moved Permanently,Stress test 1-5,text,true,,1462,197,20,20,http://www.policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,171,0,66
1681032502357,96,WOK-1,200,OK,Stress test 1-5,text,true,,293542,193,20,20,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,56,0,0
1681032502931,206,Strona główna,200,OK,Stress test 1-15,text,true,,409242,250,21,21,https://policzona-szama.pl/,84,0,37
1681032502931,84,Strona główna-0,301,Moved Permanently,Stress test 1-15,text,true,,1463,127,21,21,https://www.policzona-szama.pl/,84,0,37
1681032503015,122,Strona główna-1,200,OK,Stress test 1-15,text,true,,407779,123,21,21,https://policzona-szama.pl/,75,0,26
1681032503347,205,Strona główna,200,OK,Stress test 1-17,text,true,,409250,250,22,22,https://policzona-szama.pl/,86,0,26
1681032503347,86,Strona główna-0,301,Moved Permanently,Stress test 1-17,text,true,,1473,127,22,22,https://www.policzona-szama.pl/,86,0,26
1681032503434,118,Strona główna-1,200,OK,Stress test 1-17,text,true,,407777,123,22,22,https://policzona-szama.pl/,78,0,26
1681032503842,276,WOK,200,OK,Stress test 1-3,text,true,,295011,390,22,22,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,180,0,67
1681032503842,180,WOK-0,301,Moved Permanently,Stress test 1-3,text,true,,1468,197,22,22,http://www.policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,180,0,67
1681032504022,96,WOK-1,200,OK,Stress test 1-3,text,true,,293543,193,22,22,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,57,0,0
1681032503991,201,Strona główna,200,OK,Stress test 1-16,text,true,,409254,250,22,22,https://policzona-szama.pl/,76,0,27
1681032503991,76,Strona główna-0,301,Moved Permanently,Stress test 1-16,text,true,,1467,127,22,22,https://www.policzona-szama.pl/,76,0,27
1681032504067,125,Strona główna-1,200,OK,Stress test 1-16,text,true,,407787,123,22,22,https://policzona-szama.pl/,82,0,28
1681032504133,184,Strona główna,200,OK,Stress test 1-19,text,true,,409240,250,22,22,https://policzona-szama.pl/,71,0,24
1681032504133,71,Strona główna-0,301,Moved Permanently,Stress test 1-19,text,true,,1463,127,22,22,https://www.policzona-szama.pl/,71,0,24
1681032504204,113,Strona główna-1,200,OK,Stress test 1-19,text,true,,407777,123,22,22,https://policzona-szama.pl/,77,0,25
1681032504313,266,Patelnie,200,OK,Stress test 1-1,text,true,,387705,290,23,23,https://policzona-szama.pl/collections/patelnie,167,0,65
1681032504313,167,Patelnie-0,301,Moved Permanently,Stress test 1-1,text,true,,1385,147,23,23,http://www.policzona-szama.pl/collections/patelnie,167,0,65
1681032504480,99,Patelnie-1,200,OK,Stress test 1-1,text,true,,386320,143,23,23,https://policzona-szama.pl/collections/patelnie,59,0,0
1681032505433,204,Strona główna,200,OK,Stress test 1-18,text,true,,409234,250,24,24,https://policzona-szama.pl/,77,0,28
1681032505433,77,Strona główna-0,301,Moved Permanently,Stress test 1-18,text,true,,1457,127,24,24,https://www.policzona-szama.pl/,77,0,28
1681032505510,127,Strona główna-1,200,OK,Stress test 1-18,text,true,,407777,123,24,24,https://policzona-szama.pl/,82,0,29
1681032506689,268,WOK,200,OK,Stress test 1-10,text,true,,294993,390,26,26,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,170,0,64
1681032506689,170,WOK-0,301,Moved Permanently,Stress test 1-10,text,true,,1463,197,26,26,http://www.policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,170,0,64
1681032506859,98,WOK-1,200,OK,Stress test 1-10,text,true,,293530,193,26,26,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,57,0,0
1681032507320,277,Patelnie,200,OK,Stress test 1-2,text,true,,387719,290,27,27,https://policzona-szama.pl/collections/patelnie,174,0,65
1681032507320,174,Patelnie-0,301,Moved Permanently,Stress test 1-2,text,true,,1391,147,27,27,http://www.policzona-szama.pl/collections/patelnie,174,0,65
1681032507494,103,Patelnie-1,200,OK,Stress test 1-2,text,true,,386328,143,27,27,https://policzona-szama.pl/collections/patelnie,63,0,0
1681032507596,213,Strona główna,200,OK,Stress test 1-21,text,true,,409256,250,27,27,https://policzona-szama.pl/,76,0,25
1681032507596,76,Strona główna-0,301,Moved Permanently,Stress test 1-21,text,true,,1469,127,27,27,https://www.policzona-szama.pl/,76,0,25
1681032507672,137,Strona główna-1,200,OK,Stress test 1-21,text,true,,407787,123,27,27,https://policzona-szama.pl/,92,0,29
1681032508446,227,Strona główna,200,OK,Stress test 1-22,text,true,,409258,250,28,28,https://policzona-szama.pl/,86,0,35
1681032508446,86,Strona główna-0,301,Moved Permanently,Stress test 1-22,text,true,,1473,127,28,28,https://www.policzona-szama.pl/,86,0,35
1681032508532,141,Strona główna-1,200,OK,Stress test 1-22,text,true,,407785,123,28,28,https://policzona-szama.pl/,97,0,23
1681032508484,201,Strona główna,200,OK,Stress test 1-20,text,true,,409264,250,28,28,https://policzona-szama.pl/,76,0,29
1681032508484,76,Strona główna-0,301,Moved Permanently,Stress test 1-20,text,true,,1467,127,28,28,https://www.policzona-szama.pl/,76,0,29
1681032508560,125,Strona główna-1,200,OK,Stress test 1-20,text,true,,407797,123,28,28,https://policzona-szama.pl/,79,0,27
1681032508483,275,WOK,200,OK,Stress test 1-14,text,true,,294995,390,28,28,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,170,0,64
1681032508483,170,WOK-0,301,Moved Permanently,Stress test 1-14,text,true,,1460,197,28,28,http://www.policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,170,0,64
1681032508653,105,WOK-1,200,OK,Stress test 1-14,text,true,,293535,193,28,28,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,65,0,0
1681032508769,216,Strona główna,200,OK,Stress test 1-23,text,true,,409260,250,28,28,https://policzona-szama.pl/,96,0,24
1681032508769,96,Strona główna-0,301,Moved Permanently,Stress test 1-23,text,true,,1471,127,28,28,https://www.policzona-szama.pl/,96,0,24
1681032508865,120,Strona główna-1,200,OK,Stress test 1-23,text,true,,407789,123,28,28,https://policzona-szama.pl/,78,0,23
1681032509010,270,Patelnie,200,OK,Stress test 1-6,text,true,,387714,290,29,29,https://policzona-szama.pl/collections/patelnie,165,0,65
1681032509010,165,Patelnie-0,301,Moved Permanently,Stress test 1-6,text,true,,1389,147,29,29,http://www.policzona-szama.pl/collections/patelnie,165,0,65
1681032509175,105,Patelnie-1,200,OK,Stress test 1-6,text,true,,386325,143,29,29,https://policzona-szama.pl/collections/patelnie,62,0,0
1681032509010,272,WOK,200,OK,Stress test 1-12,text,true,,294997,390,29,29,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,175,0,65
1681032509010,175,WOK-0,301,Moved Permanently,Stress test 1-12,text,true,,1460,197,29,29,http://www.policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,175,0,65
1681032509186,96,WOK-1,200,OK,Stress test 1-12,text,true,,293537,193,29,29,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,55,0,0
1681032509959,264,Patelnie,200,OK,Stress test 1-4,text,true,,387716,290,30,30,https://policzona-szama.pl/collections/patelnie,166,0,68
1681032509959,166,Patelnie-0,301,Moved Permanently,Stress test 1-4,text,true,,1383,147,30,30,http://www.policzona-szama.pl/collections/patelnie,166,0,68
1681032510125,98,Patelnie-1,200,OK,Stress test 1-4,text,true,,386333,143,30,30,https://policzona-szama.pl/collections/patelnie,56,0,0
1681032510263,207,Strona główna,200,OK,Stress test 1-24,text,true,,409253,250,30,30,https://policzona-szama.pl/,87,0,26
1681032510263,87,Strona główna-0,301,Moved Permanently,Stress test 1-24,text,true,,1465,127,30,30,https://www.policzona-szama.pl/,87,0,26
1681032510350,120,Strona główna-1,200,OK,Stress test 1-24,text,true,,407788,123,30,30,https://policzona-szama.pl/,76,0,25
1681032510461,261,Patelnie,200,OK,Stress test 1-8,text,true,,387720,290,30,30,https://policzona-szama.pl/collections/patelnie,164,0,64
1681032510461,164,Patelnie-0,301,Moved Permanently,Stress test 1-8,text,true,,1381,147,30,30,http://www.policzona-szama.pl/collections/patelnie,164,0,64
1681032510625,97,Patelnie-1,200,OK,Stress test 1-8,text,true,,386339,143,30,30,https://policzona-szama.pl/collections/patelnie,53,0,0
1681032510598,217,Strona główna,200,OK,Stress test 1-25,text,true,,409246,250,31,31,https://policzona-szama.pl/,90,0,23
1681032510598,90,Strona główna-0,301,Moved Permanently,Stress test 1-25,text,true,,1467,127,31,31,https://www.policzona-szama.pl/,90,0,23
1681032510689,126,Strona główna-1,200,OK,Stress test 1-25,text,true,,407779,123,31,31,https://policzona-szama.pl/,84,0,26
1681032510882,269,WOK,200,OK,Stress test 1-11,text,true,,294984,390,31,31,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,173,0,63
1681032510882,173,WOK-0,301,Moved Permanently,Stress test 1-11,text,true,,1463,197,31,31,http://www.policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,173,0,63
1681032511055,96,WOK-1,200,OK,Stress test 1-11,text,true,,293521,193,31,31,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,55,0,0
1681032510900,263,Patelnie,200,OK,Stress test 1-9,text,true,,387696,290,31,31,https://policzona-szama.pl/collections/patelnie,167,0,65
1681032510900,167,Patelnie-0,301,Moved Permanently,Stress test 1-9,text,true,,1385,147,31,31,http://www.policzona-szama.pl/collections/patelnie,167,0,65
1681032511067,96,Patelnie-1,200,OK,Stress test 1-9,text,true,,386311,143,31,31,https://policzona-szama.pl/collections/patelnie,55,0,0
1681032511985,214,Strona główna,200,OK,Stress test 1-26,text,true,,409248,250,32,32,https://policzona-szama.pl/,88,0,25
1681032511985,88,Strona główna-0,301,Moved Permanently,Stress test 1-26,text,true,,1465,127,32,32,https://www.policzona-szama.pl/,88,0,25
1681032512073,126,Strona główna-1,200,OK,Stress test 1-26,text,true,,407783,123,32,32,https://policzona-szama.pl/,82,0,27
1681032511933,452,Formularze,200,OK,Stress test 1-5,text,true,,419512,633,33,33,https://policzona-szama.pl/,162,0,0
1681032511933,162,Formularze-0,302,Found,Stress test 1-5,text,true,,5667,197,33,33,http://www.policzona-szama.pl/checkouts/c/51608f50db182e906ccf333cf2366e89/information?_ga=undefined,162,0,0
1681032512095,131,Formularze-1,302,Found,Stress test 1-5,text,true,,4595,186,33,33,http://www.policzona-szama.pl/checkouts/sh/db5d2825cd4c43a417193533d9567367?_ga=undefined,131,0,0
1681032512226,65,Formularze-2,301,Moved Permanently,Stress test 1-5,text,true,,1475,127,33,33,https://www.policzona-szama.pl/,65,0,0
1681032512291,94,Formularze-3,200,OK,Stress test 1-5,text,true,,407775,123,33,33,https://policzona-szama.pl/,56,0,0
1681032512913,280,Patelnie,200,OK,Stress test 1-7,text,true,,387710,290,34,34,https://policzona-szama.pl/collections/patelnie,180,0,66
1681032512913,180,Patelnie-0,301,Moved Permanently,Stress test 1-7,text,true,,1383,147,34,34,http://www.policzona-szama.pl/collections/patelnie,180,0,66
1681032513093,100,Patelnie-1,200,OK,Stress test 1-7,text,true,,386327,143,34,34,https://policzona-szama.pl/collections/patelnie,59,0,0
1681032513145,196,Strona główna,200,OK,Stress test 1-28,text,true,,409257,250,34,34,https://policzona-szama.pl/,75,0,25
1681032513145,75,Strona główna-0,301,Moved Permanently,Stress test 1-28,text,true,,1469,127,34,34,https://www.policzona-szama.pl/,75,0,25
1681032513220,121,Strona główna-1,200,OK,Stress test 1-28,text,true,,407788,123,34,34,https://policzona-szama.pl/,77,0,28
1681032513703,215,Strona główna,200,OK,Stress test 1-27,text,true,,409249,250,34,34,https://policzona-szama.pl/,84,0,28
1681032513703,84,Strona główna-0,301,Moved Permanently,Stress test 1-27,text,true,,1467,127,34,34,https://www.policzona-szama.pl/,84,0,28
1681032513787,131,Strona główna-1,200,OK,Stress test 1-27,text,true,,407782,123,34,34,https://policzona-szama.pl/,82,0,27
1681032513617,302,WOK,200,OK,Stress test 1-16,text,true,,294989,390,34,34,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,180,0,72
1681032513617,180,WOK-0,301,Moved Permanently,Stress test 1-16,text,true,,1463,197,34,34,http://www.policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,180,0,72
1681032513797,122,WOK-1,200,OK,Stress test 1-16,text,true,,293526,193,34,34,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,83,0,0
1681032513784,274,WOK,200,OK,Stress test 1-18,text,true,,295011,390,35,35,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,165,0,65
1681032513784,165,WOK-0,301,Moved Permanently,Stress test 1-18,text,true,,1472,197,35,35,http://www.policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,165,0,65
1681032513949,109,WOK-1,200,OK,Stress test 1-18,text,true,,293539,193,35,35,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,71,0,0
1681032514284,584,Formularze,200,OK,Stress test 1-3,text,true,,419513,633,36,36,https://policzona-szama.pl/,304,0,0
1681032514284,304,Formularze-0,302,Found,Stress test 1-3,text,true,,5669,197,36,36,http://www.policzona-szama.pl/checkouts/c/51608f50db182e906ccf333cf2366e89/information?_ga=undefined,304,0,0
1681032514588,139,Formularze-1,302,Found,Stress test 1-3,text,true,,4595,186,36,36,http://www.policzona-szama.pl/checkouts/sh/ea199ff982a4c188380476400ab3ce61?_ga=undefined,139,0,0
1681032514727,48,Formularze-2,301,Moved Permanently,Stress test 1-3,text,true,,1465,127,36,36,https://www.policzona-szama.pl/,48,0,0
1681032514776,92,Formularze-3,200,OK,Stress test 1-3,text,true,,407784,123,36,36,https://policzona-szama.pl/,51,0,0
1681032514919,201,Strona główna,200,OK,Stress test 1-29,text,true,,409255,250,36,36,https://policzona-szama.pl/,76,0,25
1681032514919,76,Strona główna-0,301,Moved Permanently,Stress test 1-29,text,true,,1469,127,36,36,https://www.policzona-szama.pl/,76,0,25
1681032514995,125,Strona główna-1,200,OK,Stress test 1-29,text,true,,407786,123,36,36,https://policzona-szama.pl/,81,0,27
1681032514950,192,Strona główna,200,OK,Stress test 1-31,text,true,,409267,250,36,36,https://policzona-szama.pl/,73,0,26
1681032514950,73,Strona główna-0,301,Moved Permanently,Stress test 1-31,text,true,,1467,127,36,36,https://www.policzona-szama.pl/,73,0,26
1681032515023,119,Strona główna-1,200,OK,Stress test 1-31,text,true,,407800,123,36,36,https://policzona-szama.pl/,76,0,24
1681032515811,209,Strona główna,200,OK,Stress test 1-30,text,true,,409237,250,37,37,https://policzona-szama.pl/,84,0,30
1681032515811,84,Strona główna-0,301,Moved Permanently,Stress test 1-30,text,true,,1465,127,37,37,https://www.policzona-szama.pl/,84,0,30
1681032515895,125,Strona główna-1,200,OK,Stress test 1-30,text,true,,407772,123,37,37,https://policzona-szama.pl/,80,0,26
1681032515745,280,Patelnie,200,OK,Stress test 1-15,text,true,,387699,290,37,37,https://policzona-szama.pl/collections/patelnie,180,0,67
1681032515745,180,Patelnie-0,301,Moved Permanently,Stress test 1-15,text,true,,1381,147,37,37,http://www.policzona-szama.pl/collections/patelnie,180,0,67
1681032515925,100,Patelnie-1,200,OK,Stress test 1-15,text,true,,386318,143,37,37,https://policzona-szama.pl/collections/patelnie,59,0,0
1681032516401,382,Patelnie,200,OK,Stress test 1-13,text,true,,387724,290,38,38,https://policzona-szama.pl/collections/patelnie,171,0,64
1681032516401,171,Patelnie-0,301,Moved Permanently,Stress test 1-13,text,true,,1383,147,38,38,http://www.policzona-szama.pl/collections/patelnie,171,0,64
1681032516572,211,Patelnie-1,200,OK,Stress test 1-13,text,true,,386341,143,38,38,https://policzona-szama.pl/collections/patelnie,53,0,0
1681032516419,369,Patelnie,200,OK,Stress test 1-17,text,true,,387721,290,38,38,https://policzona-szama.pl/collections/patelnie,166,0,64
1681032516419,166,Patelnie-0,301,Moved Permanently,Stress test 1-17,text,true,,1385,147,38,38,http://www.policzona-szama.pl/collections/patelnie,166,0,64
1681032516585,203,Patelnie-1,200,OK,Stress test 1-17,text,true,,386336,143,38,38,https://policzona-szama.pl/collections/patelnie,185,0,0
1681032516609,539,WOK,200,OK,Stress test 1-20,text,true,,294998,390,39,39,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,344,0,176
1681032516609,344,WOK-0,301,Moved Permanently,Stress test 1-20,text,true,,1462,197,39,39,http://www.policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,344,0,176
1681032516953,195,WOK-1,200,OK,Stress test 1-20,text,true,,293536,193,39,39,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,185,0,0
1681032517110,607,Patelnie,200,OK,Stress test 1-19,text,true,,387726,290,39,39,https://policzona-szama.pl/collections/patelnie,401,0,219
1681032517110,401,Patelnie-0,301,Moved Permanently,Stress test 1-19,text,true,,1391,147,39,39,http://www.policzona-szama.pl/collections/patelnie,401,0,219
1681032517511,206,Patelnie-1,200,OK,Stress test 1-19,text,true,,386335,143,39,39,https://policzona-szama.pl/collections/patelnie,187,0,0
1681032516971,750,Formularze,200,OK,Stress test 1-14,text,true,,419517,633,39,39,https://policzona-szama.pl/,177,0,0
1681032516971,177,Formularze-0,302,Found,Stress test 1-14,text,true,,5661,197,39,39,http://www.policzona-szama.pl/checkouts/c/51608f50db182e906ccf333cf2366e89/information?_ga=undefined,177,0,0
1681032517148,181,Formularze-1,302,Found,Stress test 1-14,text,true,,4597,186,39,39,http://www.policzona-szama.pl/checkouts/sh/e6e81a75a37466788e0c0a773ad10e9f?_ga=undefined,181,0,0
1681032517329,181,Formularze-2,301,Moved Permanently,Stress test 1-14,text,true,,1465,127,39,39,https://www.policzona-szama.pl/,181,0,0
1681032517510,211,Formularze-3,200,OK,Stress test 1-14,text,true,,407794,123,39,39,https://policzona-szama.pl/,188,0,0
1681032517171,584,Strona główna,200,OK,Stress test 1-32,text,true,,409260,250,39,39,https://policzona-szama.pl/,340,0,175
1681032517171,340,Strona główna-0,301,Moved Permanently,Stress test 1-32,text,true,,1475,127,39,39,https://www.policzona-szama.pl/,340,0,175
1681032517511,244,Strona główna-1,200,OK,Stress test 1-32,text,true,,407785,123,39,39,https://policzona-szama.pl/,188,0,25
1681032517337,427,Strona główna,200,OK,Stress test 1-33,text,true,,409263,250,39,39,https://policzona-szama.pl/,174,0,23
1681032517337,174,Strona główna-0,301,Moved Permanently,Stress test 1-33,text,true,,1467,127,39,39,https://www.policzona-szama.pl/,174,0,23
1681032517511,253,Strona główna-1,200,OK,Stress test 1-33,text,true,,407796,123,39,39,https://policzona-szama.pl/,196,0,29
1681032517200,676,Formularze,200,OK,Stress test 1-12,text,true,,419515,633,39,39,https://policzona-szama.pl/,311,0,0
1681032517200,311,Formularze-0,302,Found,Stress test 1-12,text,true,,5669,197,39,39,http://www.policzona-szama.pl/checkouts/c/51608f50db182e906ccf333cf2366e89/information?_ga=undefined,311,0,0
1681032517511,207,Formularze-1,302,Found,Stress test 1-12,text,true,,4593,186,39,39,http://www.policzona-szama.pl/checkouts/sh/ef0b1335262991e67bfe4682ec5f2462?_ga=undefined,207,0,0
1681032517718,59,Formularze-2,301,Moved Permanently,Stress test 1-12,text,true,,1465,127,39,39,https://www.policzona-szama.pl/,59,0,0
1681032517777,99,Formularze-3,200,OK,Stress test 1-12,text,true,,407788,123,39,39,https://policzona-szama.pl/,56,0,0
1681032517849,203,Strona główna,200,OK,Stress test 1-34,text,true,,409244,250,40,40,https://policzona-szama.pl/,85,0,31
1681032517849,85,Strona główna-0,301,Moved Permanently,Stress test 1-34,text,true,,1463,127,40,40,https://www.policzona-szama.pl/,85,0,31
1681032517934,118,Strona główna-1,200,OK,Stress test 1-34,text,true,,407781,123,40,40,https://policzona-szama.pl/,74,0,26
1681032517972,427,Formularze,200,OK,Stress test 1-10,text,true,,419511,633,40,40,https://policzona-szama.pl/,150,0,0
1681032517972,150,Formularze-0,302,Found,Stress test 1-10,text,true,,5663,197,40,40,http://www.policzona-szama.pl/checkouts/c/51608f50db182e906ccf333cf2366e89/information?_ga=undefined,150,0,0
1681032518122,129,Formularze-1,302,Found,Stress test 1-10,text,true,,4595,186,40,40,http://www.policzona-szama.pl/checkouts/sh/7d24e074522c716066474b0c5b3dfb76?_ga=undefined,129,0,0
1681032518251,50,Formularze-2,301,Moved Permanently,Stress test 1-10,text,true,,1465,127,40,40,https://www.policzona-szama.pl/,50,0,0
1681032518301,98,Formularze-3,200,OK,Stress test 1-10,text,true,,407788,123,40,40,https://policzona-szama.pl/,55,0,0
1681032518146,265,WOK,200,OK,Stress test 1-24,text,true,,295011,390,40,40,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,169,0,65
1681032518146,169,WOK-0,301,Moved Permanently,Stress test 1-24,text,true,,1456,197,40,40,http://www.policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,169,0,65
1681032518315,96,WOK-1,200,OK,Stress test 1-24,text,true,,293555,193,40,40,https://policzona-szama.pl/collections/patelnie/products/wok-ze-stali-weglowej-recznie-kuty-32-cm,57,0,0
